4.0	0.307739845894183	0.6315282181293953
6.0	0.3077398276569576	0.5465747195545554
8.0	0.2843966650603167	0.30681608760563595
10.0	0.25500896135301726	0.23577819197646288
12.0	0.23001586189433232	0.19395601674133744
14.0	0.21069678254564708	0.16850399498174218
16.0	0.19550063943141865	0.15044530316571
18.0	0.18317498219134992	0.13598094384504916
20.0	0.17291968961604465	0.12348364657145822
22.0	0.16421360174365557	0.1125015138141028
24.0	0.15670230325266216	0.10299260436067828
26.0	0.1501354464287607	0.0948717856918976
28.0	0.1443303987061438	0.08795501902609593
30.0	0.13915044543398386	0.08202783177700547
32.0	0.13449084479931298	0.07689484745537858
34.0	0.1302700229330024	0.07239721638921927
36.0	0.12642311779687398	0.06841293200986752
38.0	0.1228980087951631	0.06485056485566314
40.0	0.11965225192171783	0.061641513163717264
42.0	0.11665073374546818	0.058733451159895936
44.0	0.11386428356654701	0.05608528506795273
46.0	0.11126849676829476	0.05366387572034738
48.0	0.10884242851234913	0.051441615577953334
50.0	0.10656848072793149	0.04939531386123961
52.0	0.10443129280343375	0.0475051032472393
54.0	0.10241774797662223	0.04575396946187413
56.0	0.10051636133998079	0.044127134438171074
58.0	0.09871706987826454	0.04261184841774389
60.0	0.09701108116652946	0.041197099434333695
62.0	0.09539050438137506	0.03987306483970884
64.0	0.0938487098312549	0.03863133469974993
66.0	0.09237919461346966	0.03746439949289608
68.0	0.0909765385184147	0.03636584650085985
70.0	0.08963610368436509	0.03532966974365365
72.0	0.0883530986166804	0.034350805672086135
74.0	0.0871235768076428	0.033424608686233745
76.0	0.08594413736750764	0.03254689158783905
78.0	0.08481121011916055	0.03171403510849023
80.0	0.08372214985977033	0.03092257990158283
82.0	0.08267371007804172	0.03016960708759342
84.0	0.08166390330643532	0.02945230997901798
86.0	0.08069015322192186	0.028768249750909552
88.0	0.07975039251961384	0.028115186436110065
90.0	0.07884274132306199	0.02749100259400876
92.0	0.07796543632346273	0.026893874275753994
94.0	0.07711672264086622	0.026322088916732655
96.0	0.0762951743013386	0.025774024896976708
98.0	0.07549930865052215	0.025248251640317285
100.0	0.07472784352929093	0.024743451363609597
